注文日,注文番号,商品,単価,販売数量,売上金額
2017/2/20,A50754,ABC1090,2742,60,164520
2017/2/20,A48519,ABC1091,193,19,3667
2017/2/20,A54372,ABC1092,2840,99,281160
2017/2/20,A60322,ABC1093,1196,75,89700
2017/2/20,A73703,ABC1094,486,0,0
2017/2/20,A22853,ABC1095,3127,8,25016
2017/2/20,A54998,ABC1096,2631,35,92085
2017/2/20,A74885,ABC1097,3544,89,315416
2017/2/20,A71635,ABC1098,6576,54,355104
2017/2/20,A19700,ABC1099,5299,90,476910
2017/2/20,A99959,ABC1100,1420,16,22720
2017/2/21,A9712,ABC1001,422,51,21522
2017/2/21,A32670,ABC1002,2519,29,73051
2017/2/21,A63905,ABC1003,5140,32,164480
2017/2/21,A16550,ABC1004,6253,75,468975
2017/2/21,A10944,ABC1005,4324,48,207552
2017/2/21,A77222,ABC1006,3979,3,11937
2017/2/21,A14878,ABC1007,9409,87,818583
2017/2/21,A93381,ABC1008,101,98,9898
2017/2/21,A86284,ABC1009,6284,41,257644
2017/2/21,A99947,ABC1010,30,32,960
2017/2/21,A80753,ABC1011,5617,22,123574
2017/2/21,A68775,ABC1012,962,35,33670
2017/2/21,A43997,ABC1013,6065,94,570110
2017/2/21,A58241,ABC1014,5016,23,115368
2017/2/21,A67715,ABC1015,7608,97,737976
2017/2/21,A51754,ABC1016,9308,44,409552
2017/2/21,A31011,ABC1017,9215,13,119795
2017/2/21,A25583,ABC1018,8050,20,161000
2017/2/21,A86625,ABC1019,4452,13,57876
2017/2/21,A5776,ABC1020,5498,60,329880
2017/2/21,A13953,ABC1021,8114,12,97368
2017/2/21,A6427,ABC1022,3560,36,128160
2017/2/21,A42493,ABC1023,3942,63,248346
2017/2/21,A22926,ABC1024,5097,6,30582
2017/2/21,A27819,ABC1025,7447,5,37235
2017/2/21,A72095,ABC1026,7067,55,388685
2017/2/21,A66167,ABC1027,4259,97,413123
2017/2/21,A49650,ABC1028,503,23,11569
2017/2/21,A72521,ABC1029,9875,5,49375
2017/2/21,A53486,ABC1030,9600,28,268800
2017/2/21,A76739,ABC1031,4605,89,409845
2017/2/21,A76028,ABC1032,4616,22,101552
2017/2/21,A68825,ABC1033,7086,88,623568
2017/2/21,A7258,ABC1034,650,36,23400
2017/2/21,A39236,ABC1035,84,23,1932
2017/2/21,A78009,ABC1036,5822,22,128084
2017/2/21,A61573,ABC1037,4356,19,82764
2017/2/21,A30645,ABC1038,7429,70,520030
2017/2/21,A68554,ABC1039,1882,60,112920
2017/2/21,A6415,ABC1040,1311,72,94392
2017/2/21,A55006,ABC1041,8311,81,673191
2017/2/21,A42815,ABC1042,9811,12,117732
2017/2/21,A23584,ABC1043,5319,73,388287
2017/2/21,A15172,ABC1044,5758,65,374270
2017/2/21,A32325,ABC1045,1181,95,112195
2017/2/21,A53052,ABC1046,1484,2,2968
2017/2/21,A50976,ABC1047,5018,33,165594
2017/2/21,A60234,ABC1048,9870,5,49350
2017/2/21,A73175,ABC1049,4869,28,136332
2017/2/21,A32664,ABC1050,3467,57,197619
2017/2/21,A4337,ABC1051,1711,13,22243
2017/2/21,A5982,ABC1052,2010,89,178890
2017/2/21,A29761,ABC1053,1844,20,36880
2017/2/21,A86144,ABC1054,3284,24,78816
2017/2/21,A4100,ABC1055,8432,77,649264
2017/2/21,A13218,ABC1056,6360,5,31800
2017/2/21,A95348,ABC1057,2157,93,200601
2017/2/21,A7857,ABC1058,9178,18,165204
2017/2/21,A37436,ABC1059,5252,34,178568
2017/2/21,A4816,ABC1060,1982,62,122884
2017/2/21,A76786,ABC1061,7168,86,616448
2017/2/21,A65666,ABC1062,9682,99,958518
2017/2/21,A49158,ABC1063,7855,81,636255
2017/2/21,A53721,ABC1064,5756,31,178436
2017/2/21,A61290,ABC1065,2994,88,263472
2017/2/21,A52947,ABC1066,8859,42,372078
2017/2/21,A95173,ABC1067,2526,71,179346
2017/2/21,A90026,ABC1068,3805,33,125565
2017/2/21,A61656,ABC1069,6895,91,627445
2017/2/21,A70503,ABC1070,8520,74,630480
2017/2/21,A78392,ABC1071,3113,95,295735
2017/2/21,A21855,ABC1072,8508,67,570036
2017/2/21,A17006,ABC1073,9599,21,201579
2017/2/21,A44698,ABC1074,1955,87,170085
2017/2/21,A23254,ABC1075,5848,51,298248
2017/2/21,A86561,ABC1076,6178,64,395392
2017/2/21,A23590,ABC1077,8816,2,17632
2017/2/21,A18267,ABC1078,3379,64,216256
2017/2/21,A48883,ABC1079,1839,46,84594
2017/2/21,A2819,ABC1080,8427,6,50562
2017/2/21,A84014,ABC1081,740,46,34040
2017/2/21,A37367,ABC1082,5131,59,302729
2017/2/21,A55805,ABC1083,5773,54,311742
2017/2/21,A9158,ABC1084,7780,65,505700
2017/2/21,A89165,ABC1085,5592,21,117432
2017/2/21,A53027,ABC1086,1514,67,101438
2017/2/21,A85898,ABC1087,9605,5,48025
2017/2/21,A92582,ABC1088,3398,33,112134
2017/2/21,A15660,ABC1089,8197,40,327880
2017/2/21,A33326,ABC1090,2742,41,112422
2017/2/21,A67764,ABC1091,193,67,12931
2017/2/21,A55873,ABC1092,2840,20,56800
2017/2/21,A27291,ABC1093,1196,50,59800
2017/2/21,A46845,ABC1094,486,59,28674
2017/2/21,A91112,ABC1095,3127,98,306446
2017/2/21,A79843,ABC1096,2631,18,47358
2017/2/21,A66698,ABC1097,3544,26,92144
2017/2/21,A89795,ABC1098,6576,65,427440
2017/2/21,A36312,ABC1099,5299,58,307342
2017/2/21,A66186,ABC1100,1420,92,130640
2017/2/22,A12781,ABC1001,422,34,14348
2017/2/22,A5449,ABC1002,2519,24,60456
2017/2/22,A89149,ABC1003,5140,58,298120
2017/2/22,A97735,ABC1004,6253,51,318903
2017/2/22,A60204,ABC1005,4324,77,332948
2017/2/22,A60087,ABC1006,3979,82,326278
2017/2/22,A14459,ABC1007,9409,69,649221
2017/2/22,A23610,ABC1008,101,10,1010
2017/2/22,A70009,ABC1009,6284,46,289064
2017/2/22,A26243,ABC1010,30,10,300
2017/2/22,A93349,ABC1011,5617,32,179744
2017/2/22,A14770,ABC1012,962,58,55796
2017/2/22,A79879,ABC1013,6065,79,479135
2017/2/22,A48802,ABC1014,5016,41,205656
2017/2/22,A99809,ABC1015,7608,88,669504
2017/2/22,A17312,ABC1016,9308,85,791180
2017/2/22,A52619,ABC1017,9215,43,396245
2017/2/22,A69165,ABC1018,8050,28,225400
2017/2/22,A80685,ABC1019,4452,69,307188
2017/2/22,A82258,ABC1020,5498,31,170438
2017/2/22,A87684,ABC1021,8114,18,146052
2017/2/22,A79780,ABC1022,3560,96,341760
2017/2/22,A18052,ABC1023,3942,38,149796
2017/2/22,A58466,ABC1024,5097,61,310917
2017/2/22,A24675,ABC1025,7447,94,700018
2017/2/22,A33990,ABC1026,7067,94,664298
2017/2/22,A46720,ABC1027,4259,48,204432
2017/2/22,A93485,ABC1028,503,74,37222
2017/2/22,A30318,ABC1029,9875,90,888750
2017/2/22,A26420,ABC1030,9600,62,595200
2017/2/22,A42987,ABC1031,4605,90,414450
2017/2/22,A18731,ABC1032,4616,74,341584
2017/2/22,A66412,ABC1033,7086,96,680256
2017/2/22,A37214,ABC1034,650,13,8450
2017/2/22,A86000,ABC1035,84,52,4368
2017/2/22,A3251,ABC1036,5822,94,547268
2017/2/22,A47216,ABC1037,4356,39,169884
2017/2/22,A47144,ABC1038,7429,51,378879
2017/2/22,A13611,ABC1039,1882,30,56460
2017/2/22,A7661,ABC1040,1311,0,0
2017/2/22,A33764,ABC1041,8311,55,457105
2017/2/22,A36463,ABC1042,9811,42,412062
2017/2/22,A20191,ABC1043,5319,50,265950
2017/2/22,A16501,ABC1044,5758,64,368512
2017/2/22,A84771,ABC1045,1181,49,57869
2017/2/22,A13061,ABC1046,1484,89,132076
2017/2/22,A34268,ABC1047,5018,62,311116
2017/2/22,A55400,ABC1048,9870,63,621810
2017/2/22,A63358,ABC1049,4869,65,316485
2017/2/22,A44544,ABC1050,3467,81,280827
2017/2/22,A96710,ABC1051,1711,94,160834
2017/2/22,A96010,ABC1052,2010,80,160800
2017/2/22,A83265,ABC1053,1844,37,68228
2017/2/22,A7845,ABC1054,3284,98,321832
2017/2/22,A48071,ABC1055,8432,39,328848
2017/2/22,A27214,ABC1056,6360,61,387960
2017/2/22,A93855,ABC1057,2157,1,2157
2017/2/22,A73838,ABC1058,9178,23,211094
2017/2/22,A81566,ABC1059,5252,13,68276
2017/2/22,A54959,ABC1060,1982,6,11892
2017/2/22,A5615,ABC1061,7168,62,444416
2017/2/22,A20405,ABC1062,9682,4,38728
2017/2/22,A71547,ABC1063,7855,51,400605
2017/2/22,A56926,ABC1064,5756,80,460480
2017/2/22,A94261,ABC1065,2994,1,2994
2017/2/22,A32652,ABC1066,8859,7,62013
2017/2/22,A33773,ABC1067,2526,26,65676
2017/2/22,A2121,ABC1068,3805,49,186445
2017/2/22,A75470,ABC1069,6895,25,172375
2017/2/22,A42492,ABC1070,8520,53,451560
2017/2/22,A53572,ABC1071,3113,55,171215
2017/2/22,A98982,ABC1072,8508,77,655116
2017/2/22,A22143,ABC1073,9599,74,710326
2017/2/22,A16963,ABC1074,1955,41,80155
2017/2/22,A74067,ABC1075,5848,23,134504
2017/2/22,A97117,ABC1076,6178,84,518952
2017/2/22,A99067,ABC1077,8816,11,96976
2017/2/22,A14282,ABC1078,3379,26,87854
2017/2/22,A73669,ABC1079,1839,36,66204
2017/2/22,A24385,ABC1080,8427,54,455058
2017/2/22,A10570,ABC1081,740,98,72520
2017/2/22,A30517,ABC1082,5131,24,123144
2017/2/22,A23896,ABC1083,5773,31,178963
2017/2/22,A58972,ABC1084,7780,50,389000
2017/2/22,A9497,ABC1085,5592,57,318744
2017/2/22,A73276,ABC1086,1514,96,145344
2017/2/22,A5408,ABC1087,9605,51,489855
2017/2/22,A29973,ABC1088,3398,81,275238
2017/2/22,A87959,ABC1089,8197,64,524608
2017/2/22,A97402,ABC1090,2742,9,24678
2017/2/22,A23003,ABC1091,193,25,4825
2017/2/22,A39513,ABC1092,2840,76,215840
2017/2/22,A90394,ABC1093,1196,15,17940
2017/2/22,A27133,ABC1094,486,1,486
2017/2/22,A91831,ABC1095,3127,62,193874
2017/2/22,A32291,ABC1096,2631,73,192063
2017/2/22,A45368,ABC1097,3544,96,340224
2017/2/22,A48795,ABC1098,6576,89,585264
2017/2/22,A63311,ABC1099,5299,23,121877
2017/2/22,A26687,ABC1100,1420,85,120700
2017/2/23,A37070,ABC1001,422,73,30806
2017/2/23,A76516,ABC1002,2519,1,2519
2017/2/23,A37375,ABC1003,5140,14,71960
2017/2/23,A54795,ABC1004,6253,1,6253
2017/2/23,A22770,ABC1005,4324,56,242144
2017/2/23,A29406,ABC1006,3979,51,202929
2017/2/23,A66276,ABC1007,9409,9,84681
2017/2/23,A4976,ABC1008,101,27,2727
2017/2/23,A37477,ABC1009,6284,46,289064
2017/2/23,A82630,ABC1010,30,73,2190
2017/2/23,A8951,ABC1011,5617,99,556083
2017/2/23,A96338,ABC1012,962,74,71188
2017/2/23,A38368,ABC1013,6065,74,448810
2017/2/23,A27020,ABC1014,5016,99,496584
2017/2/23,A44237,ABC1015,7608,68,517344
2017/2/23,A1050,ABC1016,9308,87,809796
2017/2/23,A1913,ABC1017,9215,24,221160
2017/2/23,A8700,ABC1018,8050,6,48300
2017/2/23,A47698,ABC1019,4452,42,186984
2017/2/23,A98412,ABC1020,5498,10,54980
2017/2/23,A60381,ABC1021,8114,83,673462
2017/2/23,A73477,ABC1022,3560,79,281240
2017/2/23,A50411,ABC1023,3942,10,39420
2017/2/23,A81318,ABC1024,5097,5,25485
2017/2/23,A91826,ABC1025,7447,71,528737
2017/2/23,A6585,ABC1026,7067,68,480556
2017/2/23,A66851,ABC1027,4259,41,174619
2017/2/23,A50800,ABC1028,503,8,4024
2017/2/23,A70098,ABC1029,9875,52,513500
2017/2/23,A44426,ABC1030,9600,2,19200
2017/2/23,A47586,ABC1031,4605,72,331560
2017/2/23,A32040,ABC1032,4616,71,327736
2017/2/23,A90033,ABC1033,7086,66,467676
2017/2/23,A47985,ABC1034,650,15,9750
2017/2/23,A51194,ABC1035,84,70,5880
2017/2/23,A32284,ABC1036,5822,68,395896
2017/2/23,A64302,ABC1037,4356,98,426888
2017/2/23,A80192,ABC1038,7429,88,653752
2017/2/23,A95986,ABC1039,1882,38,71516
2017/2/23,A80647,ABC1040,1311,18,23598
2017/2/23,A9913,ABC1041,8311,70,581770
2017/2/23,A98790,ABC1042,9811,18,176598
2017/2/23,A99985,ABC1043,5319,66,351054
2017/2/23,A570,ABC1044,5758,64,368512
2017/2/23,A76601,ABC1045,1181,25,29525
2017/2/23,A95749,ABC1046,1484,91,135044
2017/2/23,A10164,ABC1047,5018,4,20072
2017/2/23,A34425,ABC1048,9870,5,49350
2017/2/23,A39250,ABC1049,4869,10,48690
2017/2/23,A10735,ABC1050,3467,21,72807
2017/2/23,A97257,ABC1051,1711,72,123192
2017/2/23,A43796,ABC1052,2010,10,20100
2017/2/23,A89031,ABC1053,1844,96,177024
2017/2/23,A59537,ABC1054,3284,41,134644
2017/2/23,A5193,ABC1055,8432,47,396304
2017/2/23,A33231,ABC1056,6360,84,534240
2017/2/23,A52830,ABC1057,2157,9,19413
2017/2/23,A74555,ABC1058,9178,33,302874
2017/2/23,A91999,ABC1059,5252,43,225836
2017/2/23,A3293,ABC1060,1982,75,148650
2017/2/23,A77552,ABC1061,7168,63,451584
2017/2/23,A93201,ABC1062,9682,51,493782
2017/2/23,A55678,ABC1063,7855,51,400605
2017/2/23,A28825,ABC1064,5756,74,425944
2017/2/23,A36549,ABC1065,2994,97,290418
2017/2/23,A49546,ABC1066,8859,6,53154
2017/2/23,A33161,ABC1067,2526,78,197028
2017/2/23,A90363,ABC1068,3805,24,91320
2017/2/23,A1300,ABC1069,6895,67,461965
2017/2/23,A99655,ABC1070,8520,60,511200
2017/2/23,A78614,ABC1071,3113,55,171215
2017/2/23,A80577,ABC1072,8508,14,119112
2017/2/23,A68532,ABC1073,9599,70,671930
2017/2/23,A9914,ABC1074,1955,3,5865
2017/2/23,A80220,ABC1075,5848,100,584800
2017/2/23,A57045,ABC1076,6178,25,154450
2017/2/23,A2411,ABC1077,8816,84,740544
2017/2/23,A3748,ABC1078,3379,16,54064
2017/2/23,A54665,ABC1079,1839,35,64365
2017/2/23,A62558,ABC1080,8427,29,244383
2017/2/23,A16232,ABC1081,740,33,24420
2017/2/23,A34208,ABC1082,5131,31,159061
2017/2/23,A39684,ABC1083,5773,14,80822
2017/2/23,A72465,ABC1084,7780,31,241180
2017/2/23,A83498,ABC1085,5592,10,55920
2017/2/23,A19292,ABC1086,1514,81,122634
2017/2/23,A49357,ABC1087,9605,49,470645
2017/2/23,A40946,ABC1088,3398,54,183492
2017/2/23,A1773,ABC1089,8197,77,631169
2017/2/23,A66503,ABC1090,2742,70,191940
2017/2/23,A82303,ABC1091,193,32,6176
2017/2/23,A15691,ABC1092,2840,10,28400
2017/2/23,A69139,ABC1093,1196,25,29900
2017/2/23,A25550,ABC1094,486,29,14094
2017/2/23,A23195,ABC1095,3127,53,165731
2017/2/23,A87984,ABC1096,2631,76,199956
2017/2/23,A48977,ABC1097,3544,65,230360
2017/2/23,A30053,ABC1098,6576,95,624720
2017/2/23,A65807,ABC1099,5299,94,498106
2017/2/23,A73422,ABC1100,1420,8,11360
2017/2/24,A96429,ABC1001,422,62,26164
2017/2/24,A42088,ABC1002,2519,26,65494
2017/2/24,A92620,ABC1003,5140,35,179900
2017/2/24,A27075,ABC1004,6253,21,131313
2017/2/24,A58830,ABC1005,4324,80,345920
2017/2/24,A41950,ABC1006,3979,38,151202
2017/2/24,A70507,ABC1007,9409,45,423405
2017/2/24,A32844,ABC1008,101,29,2929
2017/2/24,A55402,ABC1009,6284,89,559276
2017/2/24,A87061,ABC1010,30,95,2850
2017/2/24,A3490,ABC1011,5617,21,117957
2017/2/24,A41535,ABC1012,962,84,80808
2017/2/24,A4478,ABC1013,6065,61,369965
2017/2/24,A41640,ABC1014,5016,11,55176
2017/2/24,A26787,ABC1015,7608,51,388008
2017/2/24,A37496,ABC1016,9308,16,148928
2017/2/24,A39621,ABC1017,9215,64,589760
2017/2/24,A93606,ABC1018,8050,60,483000
2017/2/24,A56301,ABC1019,4452,11,48972
2017/2/24,A17188,ABC1020,5498,92,505816
2017/2/24,A1442,ABC1021,8114,46,373244
2017/2/24,A7234,ABC1022,3560,93,331080
2017/2/24,A96961,ABC1023,3942,7,27594
2017/2/24,A83833,ABC1024,5097,23,117231
2017/2/24,A47315,ABC1025,7447,46,342562
2017/2/24,A83274,ABC1026,7067,25,176675
2017/2/24,A81530,ABC1027,4259,10,42590
2017/2/24,A55076,ABC1028,503,64,32192
2017/2/24,A73320,ABC1029,9875,85,839375
2017/2/24,A88518,ABC1030,9600,21,201600
2017/2/24,A60622,ABC1031,4605,43,198015
2017/2/24,A33471,ABC1032,4616,53,244648
2017/2/24,A73766,ABC1033,7086,97,687342
2017/2/24,A90489,ABC1034,650,42,27300
2017/2/24,A92196,ABC1035,84,15,1260
2017/2/24,A28213,ABC1036,5822,82,477404
2017/2/24,A62591,ABC1037,4356,20,87120
2017/2/24,A11893,ABC1038,7429,14,104006
2017/2/24,A47219,ABC1039,1882,9,16938
2017/2/24,A67644,ABC1040,1311,18,23598
2017/2/24,A89488,ABC1041,8311,76,631636
2017/2/24,A52856,ABC1042,9811,40,392440
2017/2/24,A12106,ABC1043,5319,20,106380
2017/2/24,A5366,ABC1044,5758,78,449124
2017/2/24,A50593,ABC1045,1181,25,29525
2017/2/24,A6169,ABC1046,1484,34,50456
2017/2/24,A1144,ABC1047,5018,54,270972
2017/2/24,A64802,ABC1048,9870,39,384930
2017/2/24,A17745,ABC1049,4869,13,63297
2017/2/24,A13178,ABC1050,3467,31,107477
2017/2/24,A9248,ABC1051,1711,92,157412
2017/2/24,A61615,ABC1052,2010,84,168840
2017/2/24,A65633,ABC1053,1844,38,70072
2017/2/24,A59917,ABC1054,3284,29,95236
2017/2/24,A21138,ABC1055,8432,49,413168
2017/2/24,A21580,ABC1056,6360,86,546960
2017/2/24,A28837,ABC1057,2157,90,194130
2017/2/24,A27619,ABC1058,9178,85,780130
2017/2/24,A95520,ABC1059,5252,67,351884
2017/2/24,A62136,ABC1060,1982,73,144686
2017/2/24,A12757,ABC1061,7168,83,594944
2017/2/24,A77242,ABC1062,9682,75,726150
2017/2/24,A65121,ABC1063,7855,56,439880
2017/2/24,A54731,ABC1064,5756,77,443212
2017/2/24,A40532,ABC1065,2994,67,200598
2017/2/24,A68975,ABC1066,8859,17,150603
2017/2/24,A98635,ABC1067,2526,86,217236
2017/2/24,A7682,ABC1068,3805,5,19025
2017/2/24,A60233,ABC1069,6895,97,668815
2017/2/24,A2260,ABC1070,8520,40,340800
2017/2/24,A47604,ABC1071,3113,59,183667
2017/2/24,A94475,ABC1072,8508,11,93588
2017/2/24,A59136,ABC1073,9599,74,710326
2017/2/24,A18672,ABC1074,1955,76,148580
2017/2/24,A36107,ABC1075,5848,12,70176
2017/2/24,A90542,ABC1076,6178,24,148272
2017/2/24,A52094,ABC1077,8816,77,678832
2017/2/24,A22152,ABC1078,3379,97,327763
2017/2/24,A36356,ABC1079,1839,55,101145
2017/2/24,A48695,ABC1080,8427,88,741576
2017/2/24,A1010,ABC1081,740,75,55500
2017/2/24,A48842,ABC1082,5131,20,102620
2017/2/24,A72925,ABC1083,5773,59,340607
2017/2/24,A53229,ABC1084,7780,96,746880
2017/2/24,A83682,ABC1085,5592,77,430584
2017/2/24,A11087,ABC1086,1514,40,60560
2017/2/24,A6123,ABC1087,9605,14,134470
2017/2/24,A38898,ABC1088,3398,22,74756
2017/2/24,A97922,ABC1089,8197,25,204925
2017/2/24,A80407,ABC1090,2742,60,164520
2017/2/24,A73758,ABC1091,193,40,7720
2017/2/24,A66989,ABC1092,2840,71,201640
2017/2/24,A74254,ABC1093,1196,76,90896
2017/2/24,A69501,ABC1094,486,17,8262
2017/2/24,A90773,ABC1095,3127,41,128207
2017/2/24,A18759,ABC1096,2631,60,157860
2017/2/24,A5288,ABC1097,3544,14,49616
2017/2/24,A53009,ABC1098,6576,86,565536
2017/2/24,A44819,ABC1099,5299,66,349734
2017/2/24,A88779,ABC1100,1420,5,7100
2017/2/25,A92487,ABC1001,422,83,35026
2017/2/25,A28807,ABC1002,2519,6,15114
2017/2/25,A33986,ABC1003,5140,35,179900
2017/2/25,A5434,ABC1004,6253,63,393939
2017/2/25,A44621,ABC1005,4324,72,311328
2017/2/25,A68343,ABC1006,3979,13,51727
2017/2/25,A69482,ABC1007,9409,100,940900
2017/2/25,A86608,ABC1008,101,91,9191
2017/2/25,A97720,ABC1009,6284,71,446164
2017/2/25,A31167,ABC1010,30,94,2820
2017/2/25,A12151,ABC1011,5617,83,466211
2017/2/25,A89190,ABC1012,962,6,5772
2017/2/25,A20861,ABC1013,6065,10,60650
2017/2/25,A90690,ABC1014,5016,44,220704
2017/2/25,A31851,ABC1015,7608,43,327144
2017/2/25,A14241,ABC1016,9308,88,819104
2017/2/25,A34037,ABC1017,9215,35,322525
2017/2/25,A57302,ABC1018,8050,89,716450
2017/2/25,A14763,ABC1019,4452,91,405132
2017/2/25,A3656,ABC1020,5498,66,362868
2017/2/25,A88869,ABC1021,8114,15,121710
2017/2/25,A47787,ABC1022,3560,39,138840
2017/2/25,A87035,ABC1023,3942,13,51246
2017/2/25,A12264,ABC1024,5097,94,479118
2017/2/25,A2625,ABC1025,7447,14,104258
2017/2/25,A51879,ABC1026,7067,46,325082
2017/2/25,A1650,ABC1027,4259,9,38331
2017/2/25,A68000,ABC1028,503,42,21126
2017/2/25,A99040,ABC1029,9875,40,395000
2017/2/25,A13159,ABC1030,9600,49,470400
2017/2/25,A81904,ABC1031,4605,44,202620
2017/2/25,A94517,ABC1032,4616,5,23080
2017/2/25,A747,ABC1033,7086,36,255096
2017/2/25,A51056,ABC1034,650,27,17550
2017/2/25,A84121,ABC1035,84,81,6804
2017/2/25,A58487,ABC1036,5822,22,128084
2017/2/25,A83483,ABC1037,4356,16,69696
2017/2/25,A60231,ABC1038,7429,48,356592
2017/2/25,A18821,ABC1039,1882,52,97864
2017/2/25,A4325,ABC1040,1311,39,51129
2017/2/25,A63998,ABC1041,8311,96,797856
2017/2/25,A72330,ABC1042,9811,96,941856
2017/2/25,A89949,ABC1043,5319,93,494667
2017/2/25,A27677,ABC1044,5758,71,408818
2017/2/25,A81323,ABC1045,1181,10,11810
2017/2/25,A77395,ABC1046,1484,27,40068
2017/2/25,A63516,ABC1047,5018,8,40144
2017/2/25,A60035,ABC1048,9870,72,710640
2017/2/25,A69243,ABC1049,4869,83,404127
2017/2/25,A78034,ABC1050,3467,3,10401
2017/2/25,A92026,ABC1051,1711,49,83839
2017/2/25,A74557,ABC1052,2010,16,32160
2017/2/25,A75749,ABC1053,1844,54,99576
2017/2/25,A5125,ABC1054,3284,88,288992
2017/2/25,A11400,ABC1055,8432,26,219232
2017/2/25,A30317,ABC1056,6360,38,241680
2017/2/25,A1603,ABC1057,2157,1,2157
2017/2/25,A1412,ABC1058,9178,77,706706
2017/2/25,A91098,ABC1059,5252,8,42016
2017/2/25,A37476,ABC1060,1982,5,9910
2017/2/25,A88286,ABC1061,7168,67,480256
2017/2/25,A84116,ABC1062,9682,19,183958
2017/2/25,A3475,ABC1063,7855,16,125680
2017/2/25,A94707,ABC1064,5756,19,109364
2017/2/25,A72849,ABC1065,2994,39,116766
2017/2/25,A11853,ABC1066,8859,1,8859
2017/2/25,A38846,ABC1067,2526,71,179346
2017/2/25,A50116,ABC1068,3805,91,346255
2017/2/25,A96638,ABC1069,6895,77,530915
2017/2/25,A81099,ABC1070,8520,80,681600
2017/2/25,A86893,ABC1071,3113,83,258379
2017/2/25,A56705,ABC1072,8508,9,76572
2017/2/25,A43202,ABC1073,9599,90,863910
2017/2/25,A51542,ABC1074,1955,43,84065
2017/2/25,A43780,ABC1075,5848,18,105264
2017/2/25,A75028,ABC1076,6178,12,74136
2017/2/25,A2998,ABC1077,8816,23,202768
2017/2/25,A64456,ABC1078,3379,55,185845
2017/2/25,A2841,ABC1079,1839,11,20229
2017/2/25,A25209,ABC1080,8427,14,117978
2017/2/25,A35370,ABC1081,740,82,60680
2017/2/25,A17647,ABC1082,5131,35,179585
2017/2/25,A69714,ABC1083,5773,73,421429
2017/2/25,A53034,ABC1084,7780,52,404560
2017/2/25,A54940,ABC1085,5592,87,486504
2017/2/25,A65575,ABC1086,1514,74,112036
2017/2/25,A73227,ABC1087,9605,17,163285
2017/2/25,A118,ABC1088,3398,63,214074
2017/2/25,A73871,ABC1089,8197,80,655760
2017/2/25,A23837,ABC1090,2742,28,76776
2017/2/25,A14585,ABC1091,193,81,15633
2017/2/25,A63893,ABC1092,2840,76,215840
2017/2/25,A1587,ABC1093,1196,99,118404
2017/2/25,A84399,ABC1094,486,71,34506
2017/2/25,A18386,ABC1095,3127,20,62540
2017/2/25,A43430,ABC1096,2631,23,60513
2017/2/25,A92677,ABC1097,3544,83,294152
2017/2/25,A98988,ABC1098,6576,94,618144
2017/2/25,A2936,ABC1099,5299,16,84784
2017/2/25,A55981,ABC1100,1420,87,123540
2017/2/26,A85915,ABC1001,422,35,14770
2017/2/26,A21672,ABC1002,2519,75,188925
2017/2/26,A88724,ABC1003,5140,22,113080
2017/2/26,A6085,ABC1004,6253,51,318903
2017/2/26,A43802,ABC1005,4324,89,384836
2017/2/26,A33312,ABC1006,3979,22,87538
2017/2/26,A9229,ABC1007,9409,31,291679
2017/2/26,A99653,ABC1008,101,43,4343
2017/2/26,A99902,ABC1009,6284,47,295348
2017/2/26,A43026,ABC1010,30,96,2880
2017/2/26,A7460,ABC1011,5617,26,146042
2017/2/26,A5742,ABC1012,962,27,25974
2017/2/26,A98312,ABC1013,6065,66,400290
2017/2/26,A48805,ABC1014,5016,98,491568
2017/2/26,A1199,ABC1015,7608,55,418440
2017/2/26,A42290,ABC1016,9308,90,837720
2017/2/26,A81536,ABC1017,9215,98,903070
2017/2/26,A44845,ABC1018,8050,38,305900
2017/2/26,A46435,ABC1019,4452,32,142464
2017/2/26,A2467,ABC1020,5498,43,236414
2017/2/26,A4217,ABC1021,8114,8,64912
2017/2/26,A2443,ABC1022,3560,69,245640
2017/2/26,A32808,ABC1023,3942,43,169506
2017/2/26,A23738,ABC1024,5097,25,127425
2017/2/26,A64546,ABC1025,7447,86,640442
2017/2/26,A40130,ABC1026,7067,32,226144
2017/2/26,A6182,ABC1027,4259,76,323684
2017/2/26,A54206,ABC1028,503,20,10060
2017/2/26,A33772,ABC1029,9875,83,819625
2017/2/26,A2844,ABC1030,9600,49,470400
2017/2/26,A433,ABC1031,4605,69,317745
2017/2/26,A82607,ABC1032,4616,2,9232
2017/2/26,A2583,ABC1033,7086,70,496020
2017/2/26,A13820,ABC1034,650,78,50700
2017/2/26,A73389,ABC1035,84,85,7140
2017/2/26,A86264,ABC1036,5822,64,372608
2017/2/26,A48619,ABC1037,4356,96,418176
2017/2/26,A27427,ABC1038,7429,87,646323
2017/2/26,A51942,ABC1039,1882,62,116684
2017/2/26,A62036,ABC1040,1311,84,110124
2017/2/26,A18721,ABC1041,8311,72,598392
2017/2/26,A25530,ABC1042,9811,66,647526
2017/2/26,A44546,ABC1043,5319,4,21276
2017/2/26,A38459,ABC1044,5758,81,466398
2017/2/26,A68332,ABC1045,1181,75,88575
2017/2/26,A40974,ABC1046,1484,44,65296
2017/2/26,A51869,ABC1047,5018,20,100360
2017/2/26,A41891,ABC1048,9870,37,365190
2017/2/26,A76284,ABC1049,4869,52,253188
2017/2/26,A19278,ABC1050,3467,3,10401
